# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s48\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s48 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 48 --segment-frames 10 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s10.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~100080 env steps)
   segment: 10 frames/request (30 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s10.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s48\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s48
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-1919.98
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5702  reward=QoE=   42.80 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2019.12.16_12.27.05.csv@4     reward=QoE=   22.40 eps=0.999 loss=0.0000
[ep    3] redandblack  static_B_2019.12.16_13.40.04.csv@1683  reward=QoE=   43.33 eps=0.998 loss=0.8995
[ep    4] soldier      driving_B_2019.12.17_07.32.39.csv@262   reward=QoE=  -74.31 eps=0.998 loss=0.9719
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1820  reward=QoE= -490.13 eps=0.997 loss=3.8589
[ep    6] loot         driving_B_2019.12.17_07.32.39.csv@562   reward=QoE=   -7.63 eps=0.997 loss=3.9196
[ep    7] redandblack  driving_B_2019.12.16_12.27.05.csv@1152  reward=QoE=    4.99 eps=0.996 loss=3.0460
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@63    reward=QoE=   17.79 eps=0.995 loss=3.2581
[ep    9] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   47.51 eps=0.995 loss=3.0155
[ep   10] loot         driving_B_2020.02.14_09.38.22.csv@935   reward=QoE=   30.60 eps=0.994 loss=2.2562
[ep   11] redandblack  driving_B_2019.12.17_07.32.39.csv@2182  reward=QoE=  -55.21 eps=0.994 loss=2.6175
[ep   12] soldier      static_B_2019.12.16_13.40.04.csv@123   reward=QoE=   35.68 eps=0.993 loss=2.4756
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@3182  reward=QoE=  -41.23 eps=0.993 loss=2.3324
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@746   reward=QoE=   24.42 eps=0.992 loss=2.1678
[ep   15] redandblack  driving_B_2020.02.14_12.58.17.csv@92    reward=QoE= -119.81 eps=0.991 loss=2.3547
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1008  reward=QoE=    9.33 eps=0.991 loss=2.1141
[ep   17] longdress    driving_B_2020.02.13_15.02.01.csv@2508  reward=QoE= -121.77 eps=0.990 loss=2.0923
[ep   18] loot         driving_B_2019.12.17_07.32.39.csv@2002  reward=QoE=   40.62 eps=0.990 loss=2.1343
[ep   19] redandblack  driving_B_2020.02.13_15.02.01.csv@1848  reward=QoE=   43.71 eps=0.989 loss=2.1432
[ep   20] soldier      driving_B_2020.02.27_17.30.15.csv@351   reward=QoE= -715.01 eps=0.989 loss=2.4265
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@5402  reward=QoE=   46.37 eps=0.988 loss=3.2988
[ep   22] loot         driving_B_2020.01.16_09.56.56.csv@239   reward=QoE=   44.14 eps=0.987 loss=2.9310
[ep   23] redandblack  driving_B_2019.12.17_07.32.39.csv@1042  reward=QoE=  -24.37 eps=0.987 loss=2.9431
[ep   24] soldier      driving_B_2020.02.13_13.03.24.csv@2120  reward=QoE= -536.60 eps=0.986 loss=2.7268
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@5582  reward=QoE=   21.31 eps=0.986 loss=3.1404
[ep   26] loot         static_B_2020.02.14_13.21.26.csv@103   reward=QoE=   19.21 eps=0.985 loss=3.9514
[ep   27] redandblack  static_B_2020.02.14_13.21.26.csv@583   reward=QoE=   37.42 eps=0.985 loss=2.9597
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@5102  reward=QoE=   36.81 eps=0.984 loss=2.4140
[ep   29] longdress    driving_B_2020.01.16_07.26.43.csv@206   reward=QoE=  -48.77 eps=0.984 loss=3.1973
[ep   30] loot         driving_B_2020.01.16_09.56.56.csv@119   reward=QoE=  -88.09 eps=0.983 loss=3.2053
[ep   31] redandblack  static_B_2019.12.16_13.40.04.csv@1503  reward=QoE=   31.88 eps=0.982 loss=2.5361
[ep   32] soldier      driving_B_2020.02.14_09.38.22.csv@1355  reward=QoE=   39.20 eps=0.982 loss=2.8168
[ep   33] longdress    driving_B_2019.12.16_12.27.05.csv@364   reward=QoE= -369.51 eps=0.981 loss=2.8602
[ep   34] loot         driving_B_2020.02.13_15.02.01.csv@1488  reward=QoE=  -77.16 eps=0.981 loss=2.6250
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@3542  reward=QoE=   48.87 eps=0.980 loss=2.7488
[ep   36] soldier      driving_B_2020.02.13_13.03.24.csv@1640  reward=QoE= -103.45 eps=0.980 loss=2.3640
[ep   37] longdress    driving_B_2020.02.27_17.30.15.csv@111   reward=QoE= -897.93 eps=0.979 loss=2.8777
[ep   38] loot         static_B_2019.12.16_13.40.04.csv@1023  reward=QoE=   41.73 eps=0.978 loss=3.8296
[ep   39] redandblack  driving_B_2020.02.14_09.38.22.csv@515   reward=QoE=   29.12 eps=0.978 loss=3.4446
[ep   40] soldier      static_B_2020.02.14_13.21.26.csv@283   reward=QoE=   30.56 eps=0.977 loss=3.4733
[ep   41] longdress    static_B_2020.02.27_18.39.27.csv@1802  reward=QoE=  -74.37 eps=0.977 loss=3.6529
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@5042  reward=QoE=   24.46 eps=0.976 loss=3.0601
[ep   43] redandblack  driving_B_2020.02.14_12.58.17.csv@152   reward=QoE= -293.57 eps=0.976 loss=3.3659
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@2762  reward=QoE=   35.57 eps=0.975 loss=3.0944
[ep   45] longdress    driving_B_2020.02.13_13.03.24.csv@1460  reward=QoE=   11.17 eps=0.974 loss=2.7300
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@332   reward=QoE= -211.91 eps=0.974 loss=3.0181
[ep   47] redandblack  driving_B_2020.01.16_12.10.03.csv@67    reward=QoE=   35.24 eps=0.973 loss=3.0371
[ep   48] soldier      driving_B_2020.02.13_13.03.24.csv@980   reward=QoE= -128.90 eps=0.973 loss=3.2531
[ep   49] longdress    driving_B_2020.01.16_09.56.56.csv@719   reward=QoE=   38.36 eps=0.972 loss=2.8549
[ep   50] loot         static_B_2020.02.14_13.21.26.csv@463   reward=QoE=   20.60 eps=0.972 loss=3.1774
[ep   51] redandblack  driving_B_2020.01.16_07.26.43.csv@1346  reward=QoE= -131.70 eps=0.971 loss=3.1824
[ep   52] soldier      static_B_2020.02.27_18.39.27.csv@3902  reward=QoE=   28.06 eps=0.970 loss=3.3215
[ep   53] longdress    static_B_2020.02.27_18.39.27.csv@1262  reward=QoE=   29.38 eps=0.970 loss=3.5730
