episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,5178,28.2901,28.29,28.29,0.9989,0.000000
2,loot,driving_B_2019.12.17_07.32.39.csv,1166,-35.0553,-35.06,-35.06,0.9978,0.419090
3,redandblack,driving_B_2019.12.17_07.32.39.csv,2246,23.7731,23.77,23.77,0.9968,0.338507
4,soldier,static_B_2020.02.27_18.39.27.csv,4518,-12.3237,-12.32,-12.32,0.9957,0.320619
5,longdress,driving_B_2020.01.16_07.26.43.csv,211,-89.0894,-89.09,-89.09,0.9946,0.473998
6,loot,driving_B_2020.02.14_09.38.22.csv,421,-55.3719,-55.37,-55.37,0.9935,0.620835
7,redandblack,driving_B_2020.01.16_09.56.56.csv,1570,-16.4193,-16.42,-16.42,0.9924,0.589795
8,soldier,driving_B_2020.02.13_15.02.01.csv,81,26.0927,26.09,26.09,0.9913,0.515741
9,longdress,static_B_2019.12.16_13.40.04.csv,240,11.9403,11.94,11.94,0.9903,0.498613
10,loot,driving_B_2020.01.16_07.26.43.csv,31,-21.1991,-21.20,-21.20,0.9892,0.474881
11,redandblack,static_B_2020.02.27_18.39.27.csv,1818,-48.2651,-48.27,-48.27,0.9881,0.587198
12,soldier,driving_B_2019.12.17_07.32.39.csv,2066,4.5204,4.52,4.52,0.9870,0.526645
13,longdress,static_B_2020.02.27_18.39.27.csv,318,33.6511,33.65,33.65,0.9859,0.532858
14,loot,static_B_2020.02.27_18.39.27.csv,3558,-18.3013,-18.30,-18.30,0.9848,0.485900
15,redandblack,driving_B_2020.02.13_13.03.24.csv,1879,-647.4572,-647.46,-647.46,0.9837,1.173341
16,soldier,static_B_2020.02.27_18.39.27.csv,378,37.0976,37.10,37.10,0.9827,0.993351
17,longdress,driving_B_2020.02.13_15.02.01.csv,741,-17.8115,-17.81,-17.81,0.9816,0.829320
18,loot,static_B_2020.02.27_18.39.27.csv,2538,20.5720,20.57,20.57,0.9805,1.118791
19,redandblack,static_B_2020.02.14_13.21.26.csv,367,41.4918,41.49,41.49,0.9794,1.024508
20,soldier,driving_B_2020.02.27_17.30.15.csv,150,-770.9701,-770.97,-770.97,0.9783,1.147821
21,longdress,driving_B_2019.12.17_07.32.39.csv,2288,16.9326,16.93,16.93,0.9772,1.597617
22,loot,driving_B_2020.02.13_13.03.24.csv,1519,-68.8868,-68.89,-68.89,0.9762,1.496346
23,redandblack,static_B_2020.02.27_18.39.27.csv,2838,38.6108,38.61,38.61,0.9751,1.457216
24,soldier,driving_B_2020.02.13_15.02.01.csv,261,28.3817,28.38,28.38,0.9740,1.336407
25,longdress,driving_B_2020.01.16_07.26.43.csv,1171,-110.3512,-110.35,-110.35,0.9729,0.909869
26,loot,driving_B_2020.02.27_17.30.15.csv,720,-270.3430,-270.34,-270.34,0.9718,1.220256
27,redandblack,driving_B_2020.02.13_13.03.24.csv,1099,-142.0605,-142.06,-142.06,0.9707,1.557725
28,soldier,driving_B_2020.01.16_09.56.56.csv,76,-112.5947,-112.59,-112.59,0.9696,1.406218
29,longdress,static_B_2020.02.14_13.21.26.csv,667,35.4176,35.42,35.42,0.9686,1.413997
30,loot,driving_B_2020.01.16_07.26.43.csv,871,-72.8423,-72.84,-72.84,0.9675,1.220866
31,redandblack,driving_B_2019.12.16_12.27.05.csv,377,-328.9073,-328.91,-328.91,0.9664,1.202061
32,soldier,static_B_2019.12.16_13.40.04.csv,480,-30.0790,-30.08,-30.08,0.9653,1.339340
33,longdress,driving_B_2020.01.16_09.56.56.csv,136,-63.6963,-63.70,-63.70,0.9642,1.225166
34,loot,static_B_2020.02.27_18.39.27.csv,4038,17.7538,17.75,17.75,0.9631,1.116861
35,redandblack,static_B_2020.02.27_18.39.27.csv,2238,27.9529,27.95,27.95,0.9620,1.659776
36,soldier,static_B_2020.02.27_18.39.27.csv,3918,30.2119,30.21,30.21,0.9610,1.303134
37,longdress,driving_B_2019.12.16_12.27.05.csv,437,-133.5737,-133.57,-133.57,0.9599,1.192228
38,loot,driving_B_2020.01.16_07.26.43.csv,571,-33.9979,-34.00,-34.00,0.9588,1.134135
39,redandblack,static_B_2020.02.27_18.39.27.csv,5058,34.0097,34.01,34.01,0.9577,1.022738
40,soldier,static_B_2019.12.16_13.40.04.csv,60,15.5084,15.51,15.51,0.9566,1.397590
41,longdress,driving_B_2020.02.13_13.03.24.csv,1579,-301.8059,-301.81,-301.81,0.9555,1.062669
42,loot,static_B_2020.02.14_13.21.26.csv,307,31.3005,31.30,31.30,0.9545,1.262222
43,redandblack,static_B_2019.12.16_13.40.04.csv,1904,-2.0810,-2.08,-2.08,0.9534,1.228505
44,soldier,static_B_2020.02.27_18.39.27.csv,4938,29.1333,29.13,29.13,0.9523,0.984844
45,longdress,static_B_2020.02.27_18.39.27.csv,3018,-32.7895,-32.79,-32.79,0.9512,1.166873
46,loot,driving_B_2019.12.17_07.32.39.csv,1226,38.1844,38.18,38.18,0.9501,0.870807
47,redandblack,driving_B_2020.02.13_15.02.01.csv,1341,-209.1139,-209.11,-209.11,0.9490,1.059728
48,soldier,static_B_2019.12.16_13.40.04.csv,1440,37.4459,37.45,37.45,0.9479,1.346708
49,longdress,driving_B_2020.02.14_09.38.22.csv,961,39.3946,39.39,39.39,0.9469,1.124498
50,loot,static_B_2019.12.16_13.40.04.csv,1320,15.9003,15.90,15.90,0.9458,0.960166
51,redandblack,driving_B_2019.12.17_07.32.39.csv,1826,-92.9497,-92.95,-92.95,0.9447,1.146245
52,soldier,driving_B_2020.02.13_15.02.01.csv,2481,-152.7595,-152.76,-152.76,0.9436,1.198068
53,longdress,driving_B_2020.02.13_15.02.01.csv,2301,-326.8446,-326.84,-326.84,0.9425,0.966116
54,loot,static_B_2020.02.27_18.39.27.csv,2058,36.2205,36.22,36.22,0.9414,1.163764
55,redandblack,static_B_2019.12.16_13.40.04.csv,780,34.5483,34.55,34.55,0.9404,1.205691
56,soldier,driving_B_2019.12.17_07.32.39.csv,446,25.1066,25.11,25.11,0.9393,1.148389
57,longdress,driving_B_2020.01.16_09.56.56.csv,1096,-105.4666,-105.47,-105.47,0.9382,1.176294
58,loot,driving_B_2020.02.13_15.02.01.csv,981,-89.1298,-89.13,-89.13,0.9371,1.063675
59,redandblack,driving_B_2020.02.13_13.03.24.csv,1759,29.7915,29.79,29.79,0.9360,1.153142
60,soldier,static_B_2020.02.27_18.39.27.csv,5238,31.8761,31.88,31.88,0.9349,1.124693
61,longdress,static_B_2020.02.27_18.39.27.csv,1878,21.5313,21.53,21.53,0.9338,1.103287
62,loot,static_B_2020.02.27_18.39.27.csv,1698,27.9417,27.94,27.94,0.9328,0.980277
63,redandblack,driving_B_2020.02.27_17.30.15.csv,720,-346.4771,-346.48,-346.48,0.9317,1.051948
64,soldier,static_B_2020.02.27_18.39.27.csv,1578,19.3616,19.36,19.36,0.9306,1.287277
65,longdress,driving_B_2020.02.13_15.02.01.csv,501,-75.4895,-75.49,-75.49,0.9295,1.168915
66,loot,driving_B_2020.01.16_07.26.43.csv,1770,-116.8922,-116.89,-116.89,0.9284,1.182041
67,redandblack,driving_B_2019.12.17_07.32.39.csv,146,-26.0551,-26.06,-26.06,0.9273,0.876752
68,soldier,static_B_2020.02.27_18.39.27.csv,4758,34.7641,34.76,34.76,0.9262,1.058142
69,longdress,driving_B_2019.12.16_12.27.05.csv,1152,-28.3476,-28.35,-28.35,0.9252,1.038313
70,loot,static_B_2020.02.14_13.21.26.csv,187,43.8463,43.85,43.85,0.9241,1.122465
71,redandblack,driving_B_2020.01.16_12.10.03.csv,65,30.8755,30.88,30.88,0.9230,1.139319
72,soldier,driving_B_2020.02.14_09.38.22.csv,781,-160.1968,-160.20,-160.20,0.9219,0.976430
73,longdress,driving_B_2020.02.13_15.02.01.csv,1161,10.5686,10.57,10.57,0.9208,0.848942
74,loot,driving_B_2020.02.13_15.02.01.csv,561,-42.0694,-42.07,-42.07,0.9197,1.115347
75,redandblack,driving_B_2020.02.14_12.58.17.csv,484,-218.7955,-218.80,-218.80,0.9187,1.207421
76,soldier,static_B_2020.02.27_18.39.27.csv,1398,39.1274,39.13,39.13,0.9176,1.107515
77,longdress,driving_B_2020.02.14_09.38.22.csv,1478,-77.8740,-77.87,-77.87,0.9165,1.174773
78,loot,driving_B_2020.01.16_07.26.43.csv,151,-225.7796,-225.78,-225.78,0.9154,1.071922
79,redandblack,driving_B_2020.02.14_09.38.22.csv,541,38.0531,38.05,38.05,0.9143,1.076618
80,soldier,driving_B_2020.01.16_07.26.43.csv,1291,-2.3733,-2.37,-2.37,0.9132,1.112401
81,longdress,driving_B_2020.02.13_15.02.01.csv,2661,-104.9578,-104.96,-104.96,0.9121,1.029482
82,loot,driving_B_2020.01.16_07.26.43.csv,1471,-76.0140,-76.01,-76.01,0.9111,0.997534
83,redandblack,driving_B_2020.02.13_13.03.24.csv,259,-49.8142,-49.81,-49.81,0.9100,1.029927
84,soldier,driving_B_2020.02.14_09.38.22.csv,1381,-114.4733,-114.47,-114.47,0.9089,1.077642
85,longdress,driving_B_2020.02.14_09.38.22.csv,721,27.1476,27.15,27.15,0.9078,1.142360
86,loot,static_B_2020.02.27_18.39.27.csv,1998,32.6327,32.63,32.63,0.9067,1.135843
87,redandblack,static_B_2020.02.27_18.39.27.csv,5538,33.9171,33.92,33.92,0.9056,1.094592
88,soldier,driving_B_2019.12.17_07.32.39.csv,1586,-38.0342,-38.03,-38.03,0.9046,1.030850
89,longdress,driving_B_2020.02.13_15.02.01.csv,1401,-101.9139,-101.91,-101.91,0.9035,1.031750
90,loot,static_B_2020.02.14_13.21.26.csv,427,30.8421,30.84,30.84,0.9024,1.049006
91,redandblack,static_B_2020.02.27_18.39.27.csv,5118,42.9278,42.93,42.93,0.9013,1.093371
92,soldier,driving_B_2020.01.16_09.56.56.csv,496,27.6356,27.64,27.64,0.9002,0.939334
93,longdress,driving_B_2019.12.17_07.32.39.csv,866,-34.4857,-34.49,-34.49,0.8991,0.977114
94,loot,driving_B_2020.02.13_13.03.24.csv,799,-44.3223,-44.32,-44.32,0.8980,0.941011
95,redandblack,driving_B_2019.12.17_07.32.39.csv,1766,-55.6057,-55.61,-55.61,0.8970,1.107279
96,soldier,driving_B_2020.02.27_17.30.15.csv,270,-392.2539,-392.25,-392.25,0.8959,0.977403
97,longdress,driving_B_2019.12.16_12.27.05.csv,797,-11.2221,-11.22,-11.22,0.8948,1.166022
98,loot,driving_B_2020.01.16_09.56.56.csv,1516,31.5452,31.55,31.55,0.8937,0.991637
99,redandblack,static_B_2020.02.27_18.39.27.csv,2718,32.8761,32.88,32.88,0.8926,1.197881
100,soldier,static_B_2020.02.27_18.39.27.csv,4278,33.0520,33.05,33.05,0.8915,0.968641
101,longdress,driving_B_2019.12.17_07.32.39.csv,2006,4.4508,4.45,4.45,0.8904,0.857169
102,loot,driving_B_2020.01.16_09.56.56.csv,1276,32.0037,32.00,32.00,0.8894,1.060253
103,redandblack,static_B_2019.12.16_13.40.04.csv,1200,-11.6284,-11.63,-11.63,0.8883,1.015228
104,soldier,driving_B_2020.01.16_07.26.43.csv,811,7.7011,7.70,7.70,0.8872,0.905178
105,longdress,driving_B_2020.02.13_15.02.01.csv,1101,-1.5302,-1.53,-1.53,0.8861,1.095431
106,loot,driving_B_2019.12.17_07.32.39.csv,86,-22.7373,-22.74,-22.74,0.8850,0.860961
107,redandblack,driving_B_2020.01.16_07.26.43.csv,991,-10.5661,-10.57,-10.57,0.8839,0.919472
108,soldier,static_B_2020.02.27_18.39.27.csv,5298,35.8604,35.86,35.86,0.8829,1.002765
109,longdress,driving_B_2020.01.16_09.56.56.csv,196,25.0426,25.04,25.04,0.8818,1.046434
110,loot,driving_B_2020.02.14_12.58.17.csv,184,-729.0870,-729.09,-729.09,0.8807,0.968669
111,redandblack,driving_B_2020.01.16_07.26.43.csv,331,-163.5102,-163.51,-163.51,0.8796,1.165243
112,soldier,driving_B_2020.01.16_07.26.43.csv,1231,-79.4231,-79.42,-79.42,0.8785,0.989571
113,longdress,driving_B_2020.01.16_09.56.56.csv,616,39.9384,39.94,39.94,0.8774,1.212687
114,loot,driving_B_2020.02.13_13.03.24.csv,319,-11.5587,-11.56,-11.56,0.8763,1.152804
115,redandblack,static_B_2020.02.27_18.39.27.csv,858,24.2790,24.28,24.28,0.8753,1.038712
116,soldier,static_B_2020.02.27_18.39.27.csv,558,-41.6264,-41.63,-41.63,0.8742,1.146956
117,longdress,static_B_2020.02.27_18.39.27.csv,4878,-77.2762,-77.28,-77.28,0.8731,1.137215
118,loot,driving_B_2020.02.13_15.02.01.csv,2241,38.1666,38.17,38.17,0.8720,1.115391
119,redandblack,driving_B_2020.02.13_15.02.01.csv,621,-98.9649,-98.96,-98.96,0.8709,1.223320
120,soldier,driving_B_2020.02.13_15.02.01.csv,681,-2.7787,-2.78,-2.78,0.8698,1.114081
121,longdress,static_B_2020.02.27_18.39.27.csv,918,42.6546,42.65,42.65,0.8688,1.017734
122,loot,driving_B_2020.01.16_12.10.03.csv,5,41.1775,41.18,41.18,0.8677,1.081882
123,redandblack,static_B_2020.02.27_18.39.27.csv,1938,13.7686,13.77,13.77,0.8666,1.037671
124,soldier,static_B_2019.12.16_13.40.04.csv,1380,-122.1807,-122.18,-122.18,0.8655,1.059395
125,longdress,driving_B_2020.02.14_09.38.22.csv,301,-239.0335,-239.03,-239.03,0.8644,1.026711
126,loot,driving_B_2020.02.27_17.30.15.csv,390,-216.9141,-216.91,-216.91,0.8633,0.968359
127,redandblack,driving_B_2020.02.13_15.02.01.csv,21,48.6928,48.69,48.69,0.8622,1.231635
128,soldier,static_B_2020.02.27_18.39.27.csv,738,26.9804,26.98,26.98,0.8612,1.136942
129,longdress,driving_B_2020.02.14_09.38.22.csv,121,-190.4820,-190.48,-190.48,0.8601,1.033391
130,loot,static_B_2020.02.27_18.39.27.csv,4458,-2.2943,-2.29,-2.29,0.8590,1.137451
131,redandblack,driving_B_2020.01.16_09.56.56.csv,1216,-16.2288,-16.23,-16.23,0.8579,1.096886
132,soldier,static_B_2020.02.27_18.39.27.csv,2478,32.5030,32.50,32.50,0.8568,1.257327
133,longdress,static_B_2020.02.27_18.39.27.csv,4158,21.9709,21.97,21.97,0.8557,1.067586
134,loot,driving_B_2019.12.17_07.32.39.csv,326,-9.9326,-9.93,-9.93,0.8546,1.046158
135,redandblack,driving_B_2019.12.16_12.27.05.csv,557,-119.0193,-119.02,-119.02,0.8536,1.057231
136,soldier,driving_B_2020.01.16_07.26.43.csv,1770,-193.8196,-193.82,-193.82,0.8525,1.057354
137,longdress,static_B_2020.02.27_18.39.27.csv,678,46.5701,46.57,46.57,0.8514,0.973331
138,loot,driving_B_2020.01.16_07.26.43.csv,271,-3.5788,-3.58,-3.58,0.8503,0.968770
139,redandblack,static_B_2020.02.27_18.39.27.csv,3978,42.0101,42.01,42.01,0.8492,1.150654
140,soldier,driving_B_2020.01.16_09.56.56.csv,436,-159.7451,-159.75,-159.75,0.8481,1.084233
141,longdress,static_B_2020.02.27_18.39.27.csv,3078,-38.4406,-38.44,-38.44,0.8471,1.022219
142,loot,driving_B_2020.02.13_13.03.24.csv,1159,-64.1303,-64.13,-64.13,0.8460,0.949538
143,redandblack,driving_B_2019.12.17_07.32.39.csv,1106,0.0588,0.06,0.06,0.8449,0.933058
144,soldier,driving_B_2020.01.16_12.10.03.csv,244,35.8206,35.82,35.82,0.8438,0.916171
145,longdress,driving_B_2020.02.13_13.03.24.csv,1339,-105.2042,-105.20,-105.20,0.8427,1.087626
146,loot,static_B_2020.02.27_18.39.27.csv,2958,40.2980,40.30,40.30,0.8416,1.033488
147,redandblack,driving_B_2020.02.13_15.02.01.csv,921,24.5329,24.53,24.53,0.8405,1.065012
148,soldier,static_B_2019.12.16_13.40.04.csv,900,3.0822,3.08,3.08,0.8395,1.019050
149,longdress,static_B_2020.02.14_13.21.26.csv,67,38.5398,38.54,38.54,0.8384,0.942139
150,loot,driving_B_2020.02.13_13.03.24.csv,379,-54.3810,-54.38,-54.38,0.8373,1.120720
151,redandblack,driving_B_2019.12.17_07.32.39.csv,1706,-146.5289,-146.53,-146.53,0.8362,1.155679
152,soldier,static_B_2019.12.16_13.40.04.csv,1904,6.7609,6.76,6.76,0.8351,1.113456
153,longdress,static_B_2020.02.27_18.39.27.csv,2178,34.8534,34.85,34.85,0.8340,1.180163
154,loot,driving_B_2020.02.13_13.03.24.csv,139,-51.9472,-51.95,-51.95,0.8330,1.215718
155,redandblack,static_B_2020.02.27_18.39.27.csv,3258,40.5898,40.59,40.59,0.8319,1.132702
156,soldier,driving_B_2020.02.14_12.58.17.csv,124,-37.2535,-37.25,-37.25,0.8308,1.095409
157,longdress,driving_B_2020.02.27_17.30.15.csv,210,-672.9397,-672.94,-672.94,0.8297,1.381971
158,loot,static_B_2020.02.27_18.39.27.csv,1638,26.1940,26.19,26.19,0.8286,1.097612
159,redandblack,driving_B_2020.02.13_13.03.24.csv,499,-64.5253,-64.53,-64.53,0.8275,1.231324
160,soldier,driving_B_2020.01.16_09.56.56.csv,1396,5.8853,5.89,5.89,0.8264,1.258602
161,longdress,driving_B_2020.02.14_09.38.22.csv,601,46.3939,46.39,46.39,0.8254,1.041996
162,loot,driving_B_2020.02.27_17.30.15.csv,570,-69.4828,-69.48,-69.48,0.8243,1.020502
163,redandblack,static_B_2019.12.16_13.40.04.csv,600,13.6598,13.66,13.66,0.8232,1.038237
164,soldier,static_B_2020.02.27_18.39.27.csv,5742,17.9308,17.93,17.93,0.8221,1.107850
165,longdress,driving_B_2020.01.16_07.26.43.csv,691,-75.3843,-75.38,-75.38,0.8210,1.151991
166,loot,driving_B_2020.02.13_13.03.24.csv,559,-67.9530,-67.95,-67.95,0.8199,1.199197
167,redandblack,driving_B_2020.01.16_12.10.03.csv,125,46.9610,46.96,46.96,0.8188,1.074989
168,soldier,static_B_2019.12.16_13.40.04.csv,1860,-296.4332,-296.43,-296.43,0.8178,1.105892
169,longdress,driving_B_2020.02.14_12.58.17.csv,364,-243.5096,-243.51,-243.51,0.8167,1.130971
170,loot,driving_B_2020.01.16_09.56.56.csv,796,10.1691,10.17,10.17,0.8156,1.238926
171,redandblack,driving_B_2019.12.16_12.27.05.csv,197,-41.1385,-41.14,-41.14,0.8145,1.069260
172,soldier,driving_B_2020.02.13_15.02.01.csv,441,-17.7037,-17.70,-17.70,0.8134,1.217127
173,longdress,static_B_2020.02.27_18.39.27.csv,5358,30.5817,30.58,30.58,0.8123,1.151660
174,loot,driving_B_2020.02.14_12.58.17.csv,604,2.7381,2.74,2.74,0.8113,1.084259
175,redandblack,static_B_2020.02.27_18.39.27.csv,4338,13.5034,13.50,13.50,0.8102,1.181480
176,soldier,static_B_2019.12.16_13.40.04.csv,420,-30.1789,-30.18,-30.18,0.8091,1.066819
177,longdress,driving_B_2020.01.16_09.56.56.csv,1156,-47.3774,-47.38,-47.38,0.8080,1.258519
178,loot,driving_B_2020.01.16_07.26.43.csv,1411,-85.2080,-85.21,-85.21,0.8069,1.085075
179,redandblack,static_B_2020.02.27_18.39.27.csv,5598,38.0291,38.03,38.03,0.8058,1.288104
180,soldier,driving_B_2020.02.13_15.02.01.csv,2181,-17.7091,-17.71,-17.71,0.8047,1.238794
181,longdress,driving_B_2020.01.16_09.56.56.csv,736,30.9107,30.91,30.91,0.8037,1.110601
182,loot,driving_B_2020.02.14_09.38.22.csv,841,30.4239,30.42,30.42,0.8026,1.210293
183,redandblack,driving_B_2019.12.16_12.27.05.csv,737,34.3008,34.30,34.30,0.8015,1.194101
184,soldier,driving_B_2020.01.16_12.10.03.csv,244,43.7291,43.73,43.73,0.8004,1.106356
185,longdress,driving_B_2020.02.14_12.58.17.csv,784,-149.6308,-149.63,-149.63,0.7993,1.051371
186,loot,static_B_2020.02.27_18.39.27.csv,5742,38.4430,38.44,38.44,0.7982,1.134844
187,redandblack,driving_B_2019.12.17_07.32.39.csv,206,-34.2805,-34.28,-34.28,0.7972,1.277833
188,soldier,static_B_2019.12.16_13.40.04.csv,360,4.7187,4.72,4.72,0.7961,1.137354
189,longdress,driving_B_2019.12.17_07.32.39.csv,1946,-44.6450,-44.65,-44.65,0.7950,1.371556
190,loot,driving_B_2019.12.16_12.27.05.csv,257,-12.8411,-12.84,-12.84,0.7939,1.248509
191,redandblack,driving_B_2019.12.17_07.32.39.csv,2186,-42.0532,-42.05,-42.05,0.7928,1.278703
192,soldier,driving_B_2020.02.14_12.58.17.csv,544,-70.5393,-70.54,-70.54,0.7917,1.196623
193,longdress,static_B_2019.12.16_13.40.04.csv,1680,21.1293,21.13,21.13,0.7906,1.270327
194,loot,static_B_2020.02.27_18.39.27.csv,978,37.7473,37.75,37.75,0.7896,1.116160
195,redandblack,static_B_2020.02.14_13.21.26.csv,787,40.9036,40.90,40.90,0.7885,1.151992
196,soldier,driving_B_2020.01.16_07.26.43.csv,1591,-195.4558,-195.46,-195.46,0.7874,1.101242
197,longdress,static_B_2020.02.27_18.39.27.csv,1458,13.0534,13.05,13.05,0.7863,1.018328
198,loot,driving_B_2020.02.14_12.58.17.csv,800,-34.2219,-34.22,-34.22,0.7852,1.219768
199,redandblack,static_B_2020.02.27_18.39.27.csv,5718,38.8292,38.83,38.83,0.7841,1.057049
200,soldier,static_B_2020.02.27_18.39.27.csv,3618,7.5517,7.55,7.55,0.7830,1.098256
201,longdress,driving_B_2020.02.14_12.58.17.csv,64,-197.6052,-197.61,-197.61,0.7820,1.175780
202,loot,driving_B_2020.02.14_12.58.17.csv,4,-5.9053,-5.91,-5.91,0.7809,1.295877
203,redandblack,driving_B_2020.02.27_17.30.15.csv,330,-170.2427,-170.24,-170.24,0.7798,1.149643
204,soldier,static_B_2019.12.16_13.40.04.csv,660,45.2556,45.26,45.26,0.7787,1.318427
205,longdress,driving_B_2020.01.16_07.26.43.csv,631,-71.7455,-71.75,-71.75,0.7776,1.246452
206,loot,static_B_2020.02.27_18.39.27.csv,2658,32.9986,33.00,33.00,0.7765,1.297404
207,redandblack,driving_B_2020.02.13_15.02.01.csv,141,48.1699,48.17,48.17,0.7755,1.132517
208,soldier,static_B_2019.12.16_13.40.04.csv,1740,48.4875,48.49,48.49,0.7744,1.043498
209,longdress,driving_B_2020.02.14_09.38.22.csv,1321,47.6749,47.67,47.67,0.7733,1.200649
210,loot,static_B_2020.02.27_18.39.27.csv,138,23.2163,23.22,23.22,0.7722,1.021238
211,redandblack,driving_B_2020.02.14_12.58.17.csv,424,-425.9761,-425.98,-425.98,0.7711,1.227064
212,soldier,driving_B_2020.02.14_12.58.17.csv,664,-171.6781,-171.68,-171.68,0.7700,1.269487
213,longdress,driving_B_2020.02.14_09.38.22.csv,481,-78.4069,-78.41,-78.41,0.7689,1.265745
214,loot,driving_B_2020.02.13_15.02.01.csv,1641,-184.6741,-184.67,-184.67,0.7679,1.209868
215,redandblack,driving_B_2020.02.13_13.03.24.csv,1999,-195.4939,-195.49,-195.49,0.7668,1.254771
