State,DL_bitrate
D,4830.087
D,10718.269
D,11273.262
D,9662.246
D,7716.314
D,2131.877
D,10729.550
D,10688.570
D,11422.924
D,10025.592
D,8759.636
D,2205.900
D,6579.948
D,1833.244
D,11406.558
D,9996.030
D,7087.285
D,2127.900
D,11820.667
D,10751.854
D,11291.944
D,9756.667
D,6994.591
D,1910.104
D,11770.721
D,3800.589
D,4107.100
D,5107.057
D,3865.231
D,2011.847
D,7104.667
D,8120.660
D,8466.521
D,7643.220
D,7847.643
D,2183.377
D,9626.441
D,3411.817
D,9662.498
D,10352.842
D,7727.316
D,1949.931
D,7452.629
D,8549.692
D,9813.059
D,10093.755
D,8444.220
D,2303.369
D,10402.902
D,8750.184
D,7798.802
D,7584.095
D,8025.034
D,2127.790
D,10472.219
D,10108.009
D,9898.313
D,10817.653
D,8029.307
D,2282.815
