State,DL_bitrate
D,600.975
D,10100.029
D,10855.880
D,10838.781
D,10139.118
D,2781.874
D,11988.260
D,10854.446
D,10524.291
D,9158.497
D,6044.336
D,2686.576
D,12284.507
D,3182.984
D,7759.191
D,6928.764
D,5332.078
D,2708.814
D,10907.703
D,14773.225
D,14178.725
D,15021.896
D,11639.735
D,2805.270
D,14607.447
D,13357.989
D,12094.012
D,10786.102
D,5753.186
D,2847.858
D,9568.715
D,4713.755
D,3310.942
D,4553.291
D,3696.461
D,2654.486
D,1171.372
D,2812.489
D,2579.847
D,3358.317
D,2902.074
D,3189.720
D,1013.055
D,1890.294
D,3567.190
D,2496.580
D,1656.973
D,1540.490
D,2338.654
D,2779.287
D,2188.354
D,4467.268
D,3672.758
D,3022.056
D,3043.565
D,3086.800
D,957.109
D,757.889
D,1269.969
D,1033.116
