State,DL_bitrate
D,24.229
D,1876.054
D,2027.373
D,2003.104
D,2183.474
D,2108.924
D,2035.167
D,2054.607
D,2384.470
D,2032.482
D,2018.176
D,2210.308
D,2042.334
D,2016.275
D,1986.824
D,1928.180
D,1994.016
D,2474.226
D,2151.801
D,2129.533
D,2517.276
D,2070.132
D,1962.505
D,2011.514
D,1939.938
D,2075.886
D,2329.967
D,2071.020
D,2224.014
D,2010.977
D,2027.990
D,2362.980
D,2037.904
D,2187.834
D,2380.560
D,2216.070
D,2176.242
D,2589.927
D,2229.012
D,2034.307
D,1801.150
D,2080.702
D,1991.629
D,2169.832
D,2193.050
D,2217.062
D,2285.898
D,2123.706
D,2367.138
D,2341.807
D,1973.833
D,2108.399
D,2254.659
D,2416.934
D,2205.909
D,2060.303
D,2187.084
D,2271.776
D,2064.042
D,2344.499
