State,DL_bitrate
D,4414.793
D,10947.720
D,14860.663
D,25013.803
D,47400.206
D,49412.025
D,52222.578
D,58565.979
D,55727.916
D,57838.539
D,51380.662
D,51930.209
D,50501.687
D,45763.615
D,49628.244
D,50407.904
D,50221.773
D,56073.884
D,53899.493
D,60110.217
D,51794.647
D,52065.776
D,50382.760
D,49221.976
D,50204.568
D,53703.368
D,52675.759
D,51700.922
D,52723.924
D,50576.086
D,54605.161
D,57179.563
D,60406.045
D,56230.481
D,57104.748
D,53677.586
D,52165.171
D,51626.407
D,51468.295
D,40571.632
D,50776.501
D,51545.531
D,56894.872
D,53329.525
D,54520.569
D,52292.690
D,39492.653
D,57436.759
D,57885.852
D,53911.067
D,51060.455
D,47879.029
D,49542.373
D,47082.774
D,49936.487
D,46077.723
D,46799.253
D,42614.176
D,47905.975
D,49274.210
