State,DL_bitrate
D,46.718
D,2147.165
D,1842.871
D,1827.959
D,2065.137
D,1839.899
D,1806.952
D,2154.403
D,1912.591
D,1903.977
D,2193.912
D,1932.024
D,2157.649
D,2186.587
D,2205.643
D,1952.318
D,1938.378
D,2186.160
D,2122.720
D,2120.036
D,1878.392
D,1881.114
D,2026.992
D,2217.677
D,2295.529
D,2044.396
D,1944.914
D,2182.316
D,1961.075
D,1866.450
D,1995.786
D,2211.520
D,2004.561
D,1996.323
D,2278.210
D,2130.293
D,1929.899
D,2125.088
D,2070.645
D,1926.287
D,2300.239
D,2261.774
D,2031.038
D,2072.814
D,2048.392
D,2312.110
D,2140.724
D,2090.114
D,2320.411
D,2013.774
D,2255.836
D,2075.991
D,2056.132
D,1888.115
D,1962.820
D,2126.016
D,1996.729
D,1911.827
D,2260.858
D,1932.902
