State,DL_bitrate
D,25.652
D,41.720
D,144.841
D,350.485
D,2073.322
D,1961.842
D,1875.434
D,1884.636
D,2089.182
D,1950.748
D,1715.433
D,1882.723
D,1904.950
D,1965.412
D,1885.915
D,1943.734
D,1808.743
D,2134.306
D,2111.355
D,1864.527
D,1888.079
D,2030.355
D,2119.022
D,1764.999
D,1991.014
D,2037.130
D,1991.263
D,1766.370
D,1697.593
D,1781.010
D,2140.213
D,2153.694
D,2007.526
D,2233.680
D,1950.052
D,1888.759
D,1988.844
D,1931.996
D,2100.680
D,2193.429
D,1977.741
D,1868.418
D,1862.909
D,2181.506
D,1981.053
D,1950.942
D,2172.388
D,2166.754
D,1996.476
D,2118.545
D,1951.983
D,2025.275
D,1669.090
D,1870.833
D,1800.241
D,1662.804
D,1826.991
D,1632.913
D,2000.506
D,1914.457
