State,DL_bitrate
D,5029.197
D,15354.339
D,23915.492
D,48158.585
D,76912.619
D,71836.233
D,163456.864
D,135665.959
D,24965.232
D,8071.957
D,25717.514
D,70222.939
D,76041.914
D,75435.462
D,68618.489
D,77384.416
D,77332.301
D,140810.918
D,138493.877
D,154872.434
D,135648.239
D,151925.636
D,144614.048
D,134387.363
D,162905.111
D,156562.486
D,142528.281
D,137327.398
D,159564.172
D,163479.585
D,166179.654
D,154074.396
D,172306.929
D,151796.611
D,148458.933
D,150871.069
D,173415.137
D,174615.284
D,175977.879
D,161027.156
D,152822.353
D,173806.355
D,145444.398
D,162276.695
D,161672.453
D,163483.155
D,145425.747
D,143853.547
D,150108.888
D,162715.089
D,153930.316
D,158869.898
D,151280.305
D,166107.181
D,173756.556
D,146220.406
D,142290.548
D,168434.379
D,150262.783
D,167408.352
