State,DL_bitrate
D,4344.687
D,7804.691
D,8047.237
D,8801.346
D,7934.256
D,7219.782
D,10745.675
D,12085.499
D,15718.889
D,16831.566
D,16162.477
D,17194.295
D,7988.540
D,4959.012
D,5614.556
D,18983.048
D,19121.307
D,19131.730
D,19308.862
D,18555.434
D,20066.361
D,19227.527
D,18830.372
D,19113.973
D,19507.749
D,18782.088
D,18473.352
D,19977.537
D,24684.598
D,32154.692
D,33251.412
D,34524.497
D,33909.820
D,103837.561
D,101472.022
D,90714.147
D,89025.646
D,97307.550
D,94793.453
D,93615.448
D,94639.336
D,92896.819
D,100810.863
D,101076.446
D,51095.826
D,52114.554
D,50961.828
D,49797.885
D,97602.384
D,52287.307
D,54144.273
D,95151.006
D,91772.767
D,96730.421
D,101096.102
D,102423.142
D,96189.699
D,99600.557
D,110117.407
D,107700.137
