State,DL_bitrate
D,76.556
D,351.524
D,500.101
D,409.618
D,306.118
D,194.173
D,251.398
D,288.765
D,309.868
D,319.652
D,313.232
D,309.496
D,167.600
D,157.985
D,148.494
D,137.453
D,315.921
D,408.084
D,458.147
D,473.953
D,490.408
D,483.603
D,568.465
D,563.084
D,702.760
D,966.597
D,1272.200
D,947.094
D,939.343
D,962.651
D,1384.332
D,1528.197
D,1535.757
D,1416.223
D,1374.668
D,1560.411
D,1343.082
D,1566.113
D,1483.583
D,1497.898
D,1475.080
D,1412.524
D,1383.979
D,832.694
D,1040.652
D,911.399
D,985.718
D,993.409
D,1022.613
D,975.386
D,945.177
D,938.256
D,956.467
D,942.249
D,947.466
D,971.045
D,961.353
D,797.149
D,1023.300
D,981.681
