State,DL_bitrate
D,5904.886
D,17580.762
D,29035.576
D,35141.700
D,7701.167
D,2098.206
D,60064.124
D,75732.274
D,41863.853
D,31980.587
D,8548.555
D,2023.999
D,68622.502
D,67340.149
D,43857.171
D,37295.967
D,9887.962
D,2366.396
D,66037.022
D,54270.192
D,47856.787
D,33967.186
D,8388.564
D,2296.876
D,62078.312
D,50720.952
D,52847.782
D,39381.866
D,8516.305
D,2034.442
D,52501.729
D,54403.898
D,47563.763
D,35544.703
D,10215.161
D,2450.907
D,52563.785
D,52412.759
D,40899.296
D,35484.988
D,8352.174
D,2202.298
D,57932.762
D,52265.821
D,45148.769
D,41133.635
D,9192.440
D,2320.852
D,65437.870
D,52821.648
D,45381.280
D,41400.032
D,8132.643
D,2136.360
D,57414.058
D,49985.361
D,44691.409
D,33413.404
D,9114.511
D,2224.597
