State,DL_bitrate
D,3368.440
D,14232.448
D,15100.586
D,13239.709
D,11506.190
D,10674.399
D,10715.969
D,11666.852
D,13325.094
D,12365.303
D,12605.667
D,3151.099
D,5782.858
D,8753.435
D,10134.629
D,13362.362
D,16339.300
D,14765.340
D,9464.024
D,6859.265
D,9377.717
D,11857.344
D,11969.012
D,11415.983
D,15148.119
D,14256.097
D,10016.363
D,14434.501
D,18203.058
D,16568.046
D,16409.910
D,17153.785
D,18733.796
D,17535.822
D,16682.470
D,16458.453
D,17376.550
D,17443.397
D,17424.697
D,18950.092
D,17322.112
D,17634.648
D,17159.597
D,18199.868
D,17550.871
D,4047.347
D,10373.658
D,19609.188
D,19414.868
D,19143.203
D,18335.631
D,17980.947
D,19769.734
D,19431.860
D,19030.124
D,17443.859
D,18515.145
D,16933.369
D,17480.230
D,16724.103
