State,DL_bitrate
D,3744.158
D,7843.152
D,4923.609
D,5440.494
D,4375.124
D,3858.456
D,2928.483
D,4342.580
D,4539.756
D,9260.578
D,7899.042
D,7865.960
D,11677.213
D,10282.192
D,10257.336
D,7078.190
D,5396.794
D,3087.345
D,7035.462
D,6703.221
D,7274.614
D,5184.680
D,5891.960
D,4468.085
D,3998.905
D,9097.252
D,7313.509
D,6717.256
D,6353.357
D,5419.364
D,4522.295
D,4126.514
D,9125.413
D,7022.664
D,5430.568
D,7168.244
D,9359.904
D,9668.486
D,9756.363
D,10357.419
D,10852.979
D,10252.873
D,5653.675
D,8202.775
D,9526.488
D,6647.182
D,6815.001
D,8614.361
D,10381.719
D,5516.906
D,4972.278
D,6716.044
D,7228.219
D,8209.105
D,11193.549
D,13154.264
D,13828.188
D,11039.334
D,11785.609
D,13134.329
