State,DL_bitrate
D,2094.922
D,9071.638
D,8727.068
D,9142.667
D,8302.113
D,2168.304
D,10839.287
D,14758.200
D,12115.943
D,8849.247
D,8121.147
D,2358.748
D,11129.843
D,12588.252
D,11858.208
D,11370.906
D,9047.614
D,2387.290
D,8920.942
D,10212.126
D,11853.337
D,11920.294
D,8426.726
D,1917.117
D,9678.109
D,11847.664
D,12219.821
D,12258.674
D,8787.955
D,2099.159
D,12604.764
D,10734.228
D,9683.285
D,9253.863
D,9153.723
D,2368.747
D,15463.023
D,14074.248
D,14670.034
D,11585.456
D,7787.683
D,2115.743
D,14096.206
D,8491.618
D,31104.994
D,17653.650
D,9415.543
D,2294.593
D,28841.972
D,25684.372
D,23751.901
D,16966.980
D,8469.133
D,2139.347
D,20693.938
D,20842.959
D,17714.446
D,18027.166
D,9408.935
D,2419.986
