episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,5178,31.9981,32.00,32.00,0.9985,0.000000
2,loot,driving_B_2019.12.17_07.32.39.csv,1166,-0.9024,-0.90,-0.90,0.9970,0.000000
3,redandblack,driving_B_2019.12.17_07.32.39.csv,2246,34.5692,34.57,34.57,0.9955,0.000000
4,soldier,static_B_2020.02.27_18.39.27.csv,4518,5.1982,5.20,5.20,0.9940,0.000000
5,longdress,driving_B_2020.01.16_07.26.43.csv,211,-74.0765,-74.08,-74.08,0.9925,1.337618
6,loot,driving_B_2020.02.14_09.38.22.csv,421,-45.3305,-45.33,-45.33,0.9909,1.389447
7,redandblack,driving_B_2020.01.16_09.56.56.csv,1570,2.5694,2.57,2.57,0.9894,1.393396
8,soldier,driving_B_2020.02.13_15.02.01.csv,81,29.1261,29.13,29.13,0.9879,1.394515
9,longdress,static_B_2019.12.16_13.40.04.csv,240,20.6613,20.66,20.66,0.9864,1.307309
10,loot,driving_B_2020.01.16_07.26.43.csv,31,-9.3140,-9.31,-9.31,0.9849,1.297028
11,redandblack,static_B_2020.02.27_18.39.27.csv,1818,-50.7086,-50.71,-50.71,0.9833,1.475224
12,soldier,driving_B_2019.12.17_07.32.39.csv,2066,26.0711,26.07,26.07,0.9818,1.322001
13,longdress,static_B_2020.02.27_18.39.27.csv,318,33.1317,33.13,33.13,0.9803,1.212110
14,loot,static_B_2020.02.27_18.39.27.csv,3558,31.6597,31.66,31.66,0.9788,1.187377
15,redandblack,driving_B_2020.02.13_13.03.24.csv,1879,-437.7783,-437.78,-437.78,0.9773,1.751723
16,soldier,static_B_2020.02.27_18.39.27.csv,378,36.3846,36.38,36.38,0.9758,1.990268
17,longdress,driving_B_2020.02.13_15.02.01.csv,741,-2.7832,-2.78,-2.78,0.9742,2.113955
18,loot,static_B_2020.02.27_18.39.27.csv,2538,12.5620,12.56,12.56,0.9727,1.955700
19,redandblack,static_B_2020.02.14_13.21.26.csv,367,12.3675,12.37,12.37,0.9712,1.546669
20,soldier,driving_B_2020.02.27_17.30.15.csv,150,-369.6413,-369.64,-369.64,0.9697,1.791594
21,longdress,driving_B_2019.12.17_07.32.39.csv,2288,30.8395,30.84,30.84,0.9682,2.394763
22,loot,driving_B_2020.02.13_13.03.24.csv,1519,-122.1025,-122.10,-122.10,0.9666,2.356341
23,redandblack,static_B_2020.02.27_18.39.27.csv,2838,27.9009,27.90,27.90,0.9651,2.374399
24,soldier,driving_B_2020.02.13_15.02.01.csv,261,37.6175,37.62,37.62,0.9636,2.176863
25,longdress,driving_B_2020.01.16_07.26.43.csv,1171,-63.4084,-63.41,-63.41,0.9621,2.127652
26,loot,driving_B_2020.02.27_17.30.15.csv,720,-260.6423,-260.64,-260.64,0.9606,2.236167
27,redandblack,driving_B_2020.02.13_13.03.24.csv,1099,-153.1834,-153.18,-153.18,0.9590,2.415723
28,soldier,driving_B_2020.01.16_09.56.56.csv,76,-168.5687,-168.57,-168.57,0.9575,2.445462
29,longdress,static_B_2020.02.14_13.21.26.csv,667,30.9370,30.94,30.94,0.9560,2.544888
30,loot,driving_B_2020.01.16_07.26.43.csv,871,-87.6555,-87.66,-87.66,0.9545,2.593491
31,redandblack,driving_B_2019.12.16_12.27.05.csv,377,-278.0278,-278.03,-278.03,0.9530,2.629362
32,soldier,static_B_2019.12.16_13.40.04.csv,480,-15.7558,-15.76,-15.76,0.9514,2.815365
33,longdress,driving_B_2020.01.16_09.56.56.csv,136,-65.9580,-65.96,-65.96,0.9499,2.959993
34,loot,static_B_2020.02.27_18.39.27.csv,4038,47.4212,47.42,47.42,0.9484,2.734855
35,redandblack,static_B_2020.02.27_18.39.27.csv,2238,48.2610,48.26,48.26,0.9469,2.579117
36,soldier,static_B_2020.02.27_18.39.27.csv,3918,54.8722,54.87,54.87,0.9454,2.790024
37,longdress,driving_B_2019.12.16_12.27.05.csv,437,-92.6697,-92.67,-92.67,0.9439,2.489303
38,loot,driving_B_2020.01.16_07.26.43.csv,571,-5.2201,-5.22,-5.22,0.9423,2.802330
39,redandblack,static_B_2020.02.27_18.39.27.csv,5058,34.0573,34.06,34.06,0.9408,2.865811
40,soldier,static_B_2019.12.16_13.40.04.csv,60,46.6223,46.62,46.62,0.9393,2.376369
41,longdress,driving_B_2020.02.13_13.03.24.csv,1579,-325.0454,-325.05,-325.05,0.9378,2.400803
42,loot,static_B_2020.02.14_13.21.26.csv,307,25.4024,25.40,25.40,0.9363,2.544986
43,redandblack,static_B_2019.12.16_13.40.04.csv,1904,4.8359,4.84,4.84,0.9347,2.566018
44,soldier,static_B_2020.02.27_18.39.27.csv,4938,21.6433,21.64,21.64,0.9332,2.611544
45,longdress,static_B_2020.02.27_18.39.27.csv,3018,-22.2500,-22.25,-22.25,0.9317,2.811200
46,loot,driving_B_2019.12.17_07.32.39.csv,1226,49.8293,49.83,49.83,0.9302,2.810685
47,redandblack,driving_B_2020.02.13_15.02.01.csv,1341,-155.8144,-155.81,-155.81,0.9287,2.512110
48,soldier,static_B_2019.12.16_13.40.04.csv,1440,26.8133,26.81,26.81,0.9271,2.678111
49,longdress,driving_B_2020.02.14_09.38.22.csv,961,52.5155,52.52,52.52,0.9256,2.408709
50,loot,static_B_2019.12.16_13.40.04.csv,1320,32.0524,32.05,32.05,0.9241,2.546984
51,redandblack,driving_B_2019.12.17_07.32.39.csv,1826,-115.6687,-115.67,-115.67,0.9226,2.415553
52,soldier,driving_B_2020.02.13_15.02.01.csv,2481,-158.3303,-158.33,-158.33,0.9211,2.356061
53,longdress,driving_B_2020.02.13_15.02.01.csv,2301,-457.4979,-457.50,-457.50,0.9196,2.608568
54,loot,static_B_2020.02.27_18.39.27.csv,2058,50.9121,50.91,50.91,0.9180,2.724297
55,redandblack,static_B_2019.12.16_13.40.04.csv,780,22.3180,22.32,22.32,0.9165,3.254377
56,soldier,driving_B_2019.12.17_07.32.39.csv,446,38.6397,38.64,38.64,0.9150,3.362189
57,longdress,driving_B_2020.01.16_09.56.56.csv,1096,-48.4721,-48.47,-48.47,0.9135,2.542027
58,loot,driving_B_2020.02.13_15.02.01.csv,981,-92.2671,-92.27,-92.27,0.9120,2.654913
59,redandblack,driving_B_2020.02.13_13.03.24.csv,1759,45.9628,45.96,45.96,0.9104,2.858448
60,soldier,static_B_2020.02.27_18.39.27.csv,5238,34.5326,34.53,34.53,0.9089,2.711094
