episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,5684,184.8114,100.00,55.03,0.9992,0.000000
2,loot,static_B_2019.12.16_13.40.04.csv,1346,172.9100,78.74,44.25,0.9984,0.000000
3,redandblack,static_B_2020.02.13_13.57.29.csv,2374,158.7621,56.27,26.01,0.9975,1.302815
4,soldier,static_B_2020.01.16_10.43.34.csv,3093,139.1735,79.57,32.07,0.9967,1.192960
5,longdress,static_B_2020.02.27_18.39.27.csv,4784,188.3276,44.23,53.27,0.9959,1.038315
6,loot,static_B_2020.02.27_18.39.27.csv,3524,184.9126,100.00,51.65,0.9950,0.961394
7,redandblack,static_B_2020.01.16_10.43.34.csv,1593,173.9035,51.57,37.77,0.9942,0.812565
8,soldier,static_B_2020.02.13_13.57.29.csv,1234,160.8257,35.56,29.14,0.9933,0.510303
9,longdress,static_B_2020.02.27_18.39.27.csv,4244,158.4481,33.84,22.38,0.9925,0.247519
10,loot,static_B_2020.01.16_10.43.34.csv,1233,200.8210,32.00,61.29,0.9917,0.078804
11,redandblack,static_B_2019.12.16_13.40.04.csv,1826,98.3574,11.86,-18.66,0.9908,0.051070
12,soldier,static_B_2020.02.13_13.57.29.csv,2794,146.9889,100.00,40.48,0.9900,0.056185
13,longdress,static_B_2020.01.16_10.43.34.csv,213,183.0523,2.00,54.26,0.9892,0.035776
14,loot,static_B_2020.01.16_10.43.34.csv,1173,165.9890,54.85,30.59,0.9883,0.040239
15,redandblack,static_B_2020.02.27_18.39.27.csv,1004,170.8303,86.00,48.80,0.9875,0.042141
16,soldier,static_B_2020.02.27_18.39.27.csv,824,187.6684,100.00,56.67,0.9867,0.034612
17,longdress,static_B_2020.02.13_13.57.29.csv,2254,177.1785,0.00,-21.35,0.9858,0.039897
18,loot,static_B_2020.01.16_10.43.34.csv,813,160.5386,0.00,44.72,0.9850,0.038846
19,redandblack,static_B_2020.02.27_18.39.27.csv,3884,138.0903,38.25,-3.51,0.9842,0.034663
20,soldier,static_B_2020.02.13_13.57.29.csv,94,179.3374,26.69,13.61,0.9833,0.046665
21,longdress,static_B_2019.12.16_13.40.04.csv,1586,176.7938,48.00,51.33,0.9825,0.040259
22,loot,static_B_2020.02.27_18.39.27.csv,104,158.6690,0.00,43.41,0.9817,0.037090
23,redandblack,static_B_2020.01.16_10.43.34.csv,1473,165.7699,58.02,23.70,0.9808,0.036059
24,soldier,static_B_2020.02.27_18.39.27.csv,1484,188.0172,80.80,49.12,0.9800,0.037339
25,longdress,static_B_2020.02.27_18.39.27.csv,1244,171.7925,0.00,48.29,0.9792,0.034639
26,loot,static_B_2020.01.16_10.43.34.csv,453,152.1861,3.70,7.34,0.9783,0.037854
27,redandblack,static_B_2020.02.13_13.57.29.csv,1534,159.3881,0.00,-5.65,0.9775,0.042003
28,soldier,static_B_2019.12.16_13.40.04.csv,386,169.0427,84.33,45.96,0.9766,0.041968
29,longdress,static_B_2020.02.27_18.39.27.csv,1664,176.7346,67.52,33.62,0.9758,0.038896
30,loot,static_B_2020.02.13_13.57.29.csv,2194,168.8188,0.00,-5.77,0.9750,0.042084
31,redandblack,static_B_2020.02.27_18.39.27.csv,5742,177.6598,0.00,51.88,0.9741,0.044277
32,soldier,static_B_2019.12.16_13.40.04.csv,806,159.9808,100.00,44.48,0.9733,0.042229
33,longdress,static_B_2020.01.16_10.43.34.csv,2673,136.5505,82.09,33.73,0.9725,0.042124
34,loot,static_B_2020.02.27_18.39.27.csv,5024,153.2658,76.80,35.59,0.9716,0.040576
35,redandblack,static_B_2019.12.16_13.40.04.csv,1286,169.6872,100.00,48.68,0.9708,0.041203
36,soldier,static_B_2020.02.13_13.57.29.csv,694,128.1320,0.00,-83.81,0.9700,0.041361
37,longdress,static_B_2020.02.27_18.39.27.csv,2804,172.5633,0.00,49.19,0.9691,0.046088
38,loot,static_B_2020.01.16_10.43.34.csv,2913,166.3368,0.00,-65.63,0.9683,0.040165
39,redandblack,static_B_2020.01.16_10.43.34.csv,333,168.7551,0.00,48.15,0.9675,0.047564
40,soldier,static_B_2020.02.27_18.39.27.csv,1604,158.5751,0.00,-72.81,0.9666,0.042291
41,longdress,static_B_2020.02.27_18.39.27.csv,3764,188.5709,100.00,54.17,0.9658,0.051860
42,loot,static_B_2020.02.27_18.39.27.csv,2744,197.7426,0.00,58.97,0.9650,0.047592
43,redandblack,static_B_2020.02.27_18.39.27.csv,2924,180.8390,82.23,48.26,0.9641,0.044529
44,soldier,static_B_2020.02.27_18.39.27.csv,1064,185.3424,74.89,44.91,0.9633,0.047598
45,longdress,static_B_2020.02.27_18.39.27.csv,3104,123.9862,0.00,-31.78,0.9624,0.049206
46,loot,static_B_2020.01.16_10.43.34.csv,933,186.6801,100.00,54.61,0.9616,0.050779
