# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_003_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_003_s43 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 2.0 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 10 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 237 episodes/epoch x 8 epochs = 1896 episodes (~56880 env steps)
   segment: 10 frames/request (30 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 2.0*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_003_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_003_s43
==========================================================================================
[eval @ ep 0] untrained: reward=89.94 qoe=30.3 qoe_q=-10.8
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5684  reward=  184.81 qoe= 100.0 qoe_q=   55.0 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1346  reward=  172.91 qoe=  78.7 qoe_q=   44.3 eps=0.998 loss=0.0000
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2374  reward=  158.76 qoe=  56.3 qoe_q=   26.0 eps=0.998 loss=1.3028
[ep    4] soldier      static_B_2020.01.16_10.43.34.csv@3093  reward=  139.17 qoe=  79.6 qoe_q=   32.1 eps=0.997 loss=1.1930
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@4784  reward=  188.33 qoe=  44.2 qoe_q=   53.3 eps=0.996 loss=1.0383
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3524  reward=  184.91 qoe= 100.0 qoe_q=   51.7 eps=0.995 loss=0.9614
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@1593  reward=  173.90 qoe=  51.6 qoe_q=   37.8 eps=0.994 loss=0.8126
[ep    8] soldier      static_B_2020.02.13_13.57.29.csv@1234  reward=  160.83 qoe=  35.6 qoe_q=   29.1 eps=0.993 loss=0.5103
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@4244  reward=  158.45 qoe=  33.8 qoe_q=   22.4 eps=0.993 loss=0.2475
[ep   10] loot         static_B_2020.01.16_10.43.34.csv@1233  reward=  200.82 qoe=  32.0 qoe_q=   61.3 eps=0.992 loss=0.0788
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@1826  reward=   98.36 qoe=  11.9 qoe_q=  -18.7 eps=0.991 loss=0.0511
[ep   12] soldier      static_B_2020.02.13_13.57.29.csv@2794  reward=  146.99 qoe= 100.0 qoe_q=   40.5 eps=0.990 loss=0.0562
[ep   13] longdress    static_B_2020.01.16_10.43.34.csv@213   reward=  183.05 qoe=   2.0 qoe_q=   54.3 eps=0.989 loss=0.0358
[ep   14] loot         static_B_2020.01.16_10.43.34.csv@1173  reward=  165.99 qoe=  54.9 qoe_q=   30.6 eps=0.988 loss=0.0402
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@1004  reward=  170.83 qoe=  86.0 qoe_q=   48.8 eps=0.988 loss=0.0421
[ep   16] soldier      static_B_2020.02.27_18.39.27.csv@824   reward=  187.67 qoe= 100.0 qoe_q=   56.7 eps=0.987 loss=0.0346
[ep   17] longdress    static_B_2020.02.13_13.57.29.csv@2254  reward=  177.18 qoe=   0.0 qoe_q=  -21.3 eps=0.986 loss=0.0399
[ep   18] loot         static_B_2020.01.16_10.43.34.csv@813   reward=  160.54 qoe=   0.0 qoe_q=   44.7 eps=0.985 loss=0.0388
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@3884  reward=  138.09 qoe=  38.2 qoe_q=   -3.5 eps=0.984 loss=0.0347
[ep   20] soldier      static_B_2020.02.13_13.57.29.csv@94    reward=  179.34 qoe=  26.7 qoe_q=   13.6 eps=0.983 loss=0.0467
[ep   21] longdress    static_B_2019.12.16_13.40.04.csv@1586  reward=  176.79 qoe=  48.0 qoe_q=   51.3 eps=0.982 loss=0.0403
[ep   22] loot         static_B_2020.02.27_18.39.27.csv@104   reward=  158.67 qoe=   0.0 qoe_q=   43.4 eps=0.982 loss=0.0371
[ep   23] redandblack  static_B_2020.01.16_10.43.34.csv@1473  reward=  165.77 qoe=  58.0 qoe_q=   23.7 eps=0.981 loss=0.0361
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1484  reward=  188.02 qoe=  80.8 qoe_q=   49.1 eps=0.980 loss=0.0373
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@1244  reward=  171.79 qoe=   0.0 qoe_q=   48.3 eps=0.979 loss=0.0346
[ep   26] loot         static_B_2020.01.16_10.43.34.csv@453   reward=  152.19 qoe=   3.7 qoe_q=    7.3 eps=0.978 loss=0.0379
[ep   27] redandblack  static_B_2020.02.13_13.57.29.csv@1534  reward=  159.39 qoe=   0.0 qoe_q=   -5.7 eps=0.977 loss=0.0420
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@386   reward=  169.04 qoe=  84.3 qoe_q=   46.0 eps=0.977 loss=0.0420
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@1664  reward=  176.73 qoe=  67.5 qoe_q=   33.6 eps=0.976 loss=0.0389
[ep   30] loot         static_B_2020.02.13_13.57.29.csv@2194  reward=  168.82 qoe=   0.0 qoe_q=   -5.8 eps=0.975 loss=0.0421
[ep   31] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=  177.66 qoe=   0.0 qoe_q=   51.9 eps=0.974 loss=0.0443
[ep   32] soldier      static_B_2019.12.16_13.40.04.csv@806   reward=  159.98 qoe= 100.0 qoe_q=   44.5 eps=0.973 loss=0.0422
[ep   33] longdress    static_B_2020.01.16_10.43.34.csv@2673  reward=  136.55 qoe=  82.1 qoe_q=   33.7 eps=0.972 loss=0.0421
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@5024  reward=  153.27 qoe=  76.8 qoe_q=   35.6 eps=0.972 loss=0.0406
[ep   35] redandblack  static_B_2019.12.16_13.40.04.csv@1286  reward=  169.69 qoe= 100.0 qoe_q=   48.7 eps=0.971 loss=0.0412
[ep   36] soldier      static_B_2020.02.13_13.57.29.csv@694   reward=  128.13 qoe=   0.0 qoe_q=  -83.8 eps=0.970 loss=0.0414
[ep   37] longdress    static_B_2020.02.27_18.39.27.csv@2804  reward=  172.56 qoe=   0.0 qoe_q=   49.2 eps=0.969 loss=0.0461
[ep   38] loot         static_B_2020.01.16_10.43.34.csv@2913  reward=  166.34 qoe=   0.0 qoe_q=  -65.6 eps=0.968 loss=0.0402
[ep   39] redandblack  static_B_2020.01.16_10.43.34.csv@333   reward=  168.76 qoe=   0.0 qoe_q=   48.1 eps=0.967 loss=0.0476
[ep   40] soldier      static_B_2020.02.27_18.39.27.csv@1604  reward=  158.58 qoe=   0.0 qoe_q=  -72.8 eps=0.967 loss=0.0423
[ep   41] longdress    static_B_2020.02.27_18.39.27.csv@3764  reward=  188.57 qoe= 100.0 qoe_q=   54.2 eps=0.966 loss=0.0519
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@2744  reward=  197.74 qoe=   0.0 qoe_q=   59.0 eps=0.965 loss=0.0476
[ep   43] redandblack  static_B_2020.02.27_18.39.27.csv@2924  reward=  180.84 qoe=  82.2 qoe_q=   48.3 eps=0.964 loss=0.0445
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@1064  reward=  185.34 qoe=  74.9 qoe_q=   44.9 eps=0.963 loss=0.0476
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@3104  reward=  123.99 qoe=   0.0 qoe_q=  -31.8 eps=0.962 loss=0.0492
[ep   46] loot         static_B_2020.01.16_10.43.34.csv@933   reward=  186.68 qoe= 100.0 qoe_q=   54.6 eps=0.962 loss=0.0508
[ep   47] redandblack  static_B_2020.02.13_13.57.29.csv@154   reward=  177.33 qoe=   0.0 qoe_q=   51.1 eps=0.961 loss=0.0444
[ep   48] soldier      static_B_2020.01.16_10.43.34.csv@573   reward=  190.96 qoe=  66.5 qoe_q=   50.1 eps=0.960 loss=0.0424
[ep   49] longdress    static_B_2020.02.27_18.39.27.csv@2504  reward=  190.68 qoe=  96.0 qoe_q=   56.1 eps=0.959 loss=0.0454
[ep   50] loot         static_B_2020.02.27_18.39.27.csv@5204  reward=  138.50 qoe=   3.2 qoe_q=    2.1 eps=0.958 loss=0.0481
[ep   51] redandblack  static_B_2019.12.16_13.40.04.csv@326   reward=  164.24 qoe=   4.8 qoe_q=   10.1 eps=0.957 loss=0.0468
[ep   52] soldier      static_B_2019.12.16_13.40.04.csv@26    reward=  176.16 qoe=   0.0 qoe_q=   51.5 eps=0.957 loss=0.0495
[ep   53] longdress    static_B_2020.02.27_18.39.27.csv@2084  reward=  189.34 qoe=  87.4 qoe_q=   54.3 eps=0.956 loss=0.0437
