episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2020.01.16_07.26.43.csv,1425,13.7417,100.00,78.93,0.9208,0.000000
2,loot,static_B_2019.12.16_13.40.04.csv,1623,23.1382,100.00,86.16,0.8153,0.000000
3,redandblack,static_B_2020.02.27_18.39.27.csv,2928,16.9045,100.00,64.40,0.7097,0.000000
4,soldier,driving_B_2020.01.16_12.10.03.csv,244,15.6704,100.00,60.34,0.6042,0.000000
5,longdress,static_B_2020.02.14_13.21.26.csv,197,12.3607,100.00,54.27,0.4986,0.000000
6,loot,driving_B_2019.12.17_07.32.39.csv,585,22.8309,100.00,83.55,0.3931,0.000000
7,redandblack,driving_B_2020.01.16_09.56.56.csv,1561,23.0281,100.00,83.40,0.2875,0.000000
8,soldier,static_B_2020.02.27_18.39.27.csv,928,17.7804,100.00,68.83,0.1819,0.000000
9,longdress,driving_B_2020.02.13_13.03.24.csv,1964,-5.1359,100.00,55.45,0.0764,0.000000
10,loot,driving_B_2020.02.13_15.02.01.csv,947,23.0443,100.00,83.76,0.0500,0.000000
11,redandblack,driving_B_2020.02.14_12.58.17.csv,800,20.2331,100.00,81.58,0.0500,0.000000
12,soldier,driving_B_2019.12.16_12.27.05.csv,78,19.5545,100.00,80.41,0.0500,0.000000
13,longdress,static_B_2020.02.27_18.39.27.csv,4928,20.6129,100.00,83.61,0.0500,0.000000
14,loot,driving_B_2020.02.14_09.38.22.csv,757,20.9274,100.00,81.64,0.0500,0.000000
15,redandblack,driving_B_2020.02.27_17.30.15.csv,720,17.4842,100.00,77.86,0.0500,0.000000
