# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s51\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s51 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 51 --segment-frames 5 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s5.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~200160 env steps)
   segment: 5 frames/request (60 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s5.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s51\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s51
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-16554.24
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5230  reward=QoE=  -17.29 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.13_15.02.01.csv@1494  reward=QoE= -114.35 eps=0.999 loss=1.0549
[ep    3] redandblack  driving_B_2020.02.13_15.02.01.csv@534   reward=QoE=  -11.43 eps=0.998 loss=0.9789
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@4990  reward=QoE=   36.03 eps=0.998 loss=0.7610
[ep    5] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   34.59 eps=0.997 loss=0.5866
[ep    6] loot         driving_B_2020.02.14_12.58.17.csv@506   reward=QoE= -124.61 eps=0.997 loss=0.5863
[ep    7] redandblack  driving_B_2020.02.14_12.58.17.csv@326   reward=QoE= -306.97 eps=0.996 loss=0.9562
[ep    8] soldier      driving_B_2020.01.16_07.26.43.csv@656   reward=QoE= -120.47 eps=0.995 loss=1.1022
[ep    9] longdress    driving_B_2020.02.13_15.02.01.csv@1614  reward=QoE= -207.39 eps=0.995 loss=1.3015
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@2950  reward=QoE=   43.33 eps=0.994 loss=1.2189
[ep   11] redandblack  driving_B_2020.02.13_13.03.24.csv@750   reward=QoE= -108.22 eps=0.994 loss=1.0036
[ep   12] soldier      static_B_2020.02.27_18.39.27.csv@5710  reward=QoE=   14.10 eps=0.993 loss=1.0042
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@850   reward=QoE=   28.95 eps=0.993 loss=0.9958
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@56    reward=QoE=  -39.43 eps=0.992 loss=1.0052
[ep   15] redandblack  driving_B_2020.02.27_17.30.15.csv@602   reward=QoE= -199.73 eps=0.991 loss=1.0536
[ep   16] soldier      driving_B_2020.02.13_13.03.24.csv@930   reward=QoE= -232.11 eps=0.991 loss=1.0335
[ep   17] longdress    driving_B_2020.02.13_13.03.24.csv@870   reward=QoE= -233.20 eps=0.990 loss=1.1353
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@3490  reward=QoE=   37.02 eps=0.990 loss=1.1258
[ep   19] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   38.97 eps=0.989 loss=0.9529
[ep   20] soldier      driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE= -100.27 eps=0.989 loss=1.0747
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@1630  reward=QoE=   11.87 eps=0.988 loss=0.9941
[ep   22] loot         driving_B_2020.01.16_07.26.43.csv@1316  reward=QoE=   18.40 eps=0.987 loss=0.9448
[ep   23] redandblack  driving_B_2019.12.16_12.27.05.csv@1097  reward=QoE=   16.74 eps=0.987 loss=0.9747
[ep   24] soldier      driving_B_2020.01.16_09.56.56.csv@226   reward=QoE=  -12.14 eps=0.986 loss=0.9213
[ep   25] longdress    driving_B_2019.12.16_12.27.05.csv@497   reward=QoE= -297.64 eps=0.986 loss=0.9533
[ep   26] loot         driving_B_2020.01.16_07.26.43.csv@1496  reward=QoE=  -52.41 eps=0.985 loss=1.0603
[ep   27] redandblack  driving_B_2020.01.16_09.56.56.csv@286   reward=QoE=   18.33 eps=0.985 loss=0.9606
[ep   28] soldier      driving_B_2019.12.16_12.27.05.csv@737   reward=QoE=  -16.86 eps=0.984 loss=0.8689
[ep   29] longdress    driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE= -162.41 eps=0.983 loss=0.9261
[ep   30] loot         driving_B_2019.12.17_07.32.39.csv@1683  reward=QoE=  -64.24 eps=0.983 loss=0.8947
[ep   31] redandblack  driving_B_2019.12.17_07.32.39.csv@2163  reward=QoE=  -74.74 eps=0.982 loss=0.8878
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@3310  reward=QoE=   29.36 eps=0.982 loss=0.8002
[ep   33] longdress    static_B_2019.12.16_13.40.04.csv@538   reward=QoE=   22.68 eps=0.981 loss=0.8671
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@1750  reward=QoE=   31.18 eps=0.981 loss=0.7739
[ep   35] redandblack  driving_B_2020.02.27_17.30.15.csv@482   reward=QoE= -300.94 eps=0.980 loss=0.7763
[ep   36] soldier      static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   21.00 eps=0.980 loss=0.8524
[ep   37] longdress    driving_B_2019.12.17_07.32.39.csv@723   reward=QoE=  -28.21 eps=0.979 loss=0.8741
[ep   38] loot         driving_B_2020.02.13_13.03.24.csv@1170  reward=QoE=  -59.80 eps=0.978 loss=0.8265
[ep   39] redandblack  driving_B_2019.12.17_07.32.39.csv@363   reward=QoE=   30.36 eps=0.978 loss=0.8229
[ep   40] soldier      driving_B_2020.02.13_15.02.01.csv@2154  reward=QoE=   27.33 eps=0.977 loss=0.8245
[ep   41] longdress    driving_B_2020.02.14_12.58.17.csv@566   reward=QoE= -117.00 eps=0.977 loss=0.7520
[ep   42] loot         driving_B_2019.12.16_12.27.05.csv@617   reward=QoE= -279.25 eps=0.976 loss=0.8066
[ep   43] redandblack  static_B_2020.02.27_18.39.27.csv@2530  reward=QoE=   39.60 eps=0.976 loss=0.8549
[ep   44] soldier      static_B_2020.02.14_13.21.26.csv@728   reward=QoE=   34.65 eps=0.975 loss=0.8137
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@2110  reward=QoE=    6.42 eps=0.974 loss=0.7944
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@800   reward=QoE=  -85.04 eps=0.974 loss=0.8259
[ep   47] redandblack  driving_B_2020.01.16_07.26.43.csv@1376  reward=QoE= -101.81 eps=0.973 loss=0.8561
[ep   48] soldier      static_B_2020.02.27_18.39.27.csv@4690  reward=QoE=  -33.45 eps=0.973 loss=0.7965
[ep   49] longdress    driving_B_2019.12.17_07.32.39.csv@1803  reward=QoE= -257.06 eps=0.972 loss=0.8064
[ep   50] loot         static_B_2020.02.27_18.39.27.csv@4750  reward=QoE=   24.26 eps=0.972 loss=0.8047
[ep   51] redandblack  driving_B_2020.02.13_15.02.01.csv@474   reward=QoE=   41.33 eps=0.971 loss=0.8042
[ep   52] soldier      static_B_2020.02.27_18.39.27.csv@730   reward=QoE=  -22.39 eps=0.970 loss=0.7664
[ep   53] longdress    driving_B_2020.02.13_13.03.24.csv@2010  reward=QoE= -300.69 eps=0.970 loss=0.8666
