# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s49\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s49 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 49 --segment-frames 10 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s10.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~100080 env steps)
   segment: 10 frames/request (30 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s10.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s49\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s49
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-4437.22
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@3694  reward=QoE=   38.17 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.13_13.03.24.csv@417   reward=QoE=  -62.09 eps=0.999 loss=0.0000
[ep    3] redandblack  driving_B_2019.12.17_07.32.39.csv@1974  reward=QoE=   14.72 eps=0.998 loss=1.5378
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@214   reward=QoE=    3.81 eps=0.998 loss=1.1703
[ep    5] longdress    driving_B_2019.12.17_07.32.39.csv@774   reward=QoE=  -84.59 eps=0.997 loss=1.2032
[ep    6] loot         static_B_2019.12.16_13.40.04.csv@1101  reward=QoE= -403.79 eps=0.997 loss=1.6563
[ep    7] redandblack  driving_B_2020.01.16_07.26.43.csv@1697  reward=QoE=  -57.17 eps=0.996 loss=3.4307
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@5254  reward=QoE=   58.25 eps=0.995 loss=2.7795
[ep    9] longdress    driving_B_2020.01.16_09.56.56.csv@503   reward=QoE=   59.81 eps=0.995 loss=2.6475
[ep   10] loot         driving_B_2020.02.13_15.02.01.csv@915   reward=QoE=   15.33 eps=0.994 loss=2.9250
[ep   11] redandblack  driving_B_2019.12.17_07.32.39.csv@1554  reward=QoE=    4.81 eps=0.994 loss=2.2588
[ep   12] soldier      driving_B_2020.01.16_07.26.43.csv@617   reward=QoE= -102.92 eps=0.993 loss=2.2678
[ep   13] longdress    driving_B_2020.02.13_15.02.01.csv@1515  reward=QoE= -279.63 eps=0.993 loss=2.4838
[ep   14] loot         driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE=  -66.69 eps=0.992 loss=2.7504
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@977   reward=QoE=  -62.27 eps=0.991 loss=2.6406
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@555   reward=QoE=  -55.67 eps=0.991 loss=2.5834
[ep   17] longdress    driving_B_2020.01.16_09.56.56.csv@1570  reward=QoE=   -7.05 eps=0.990 loss=2.4757
